,발생년도,경찰서,살인,강도,절도,폭력,강도등급,절도등급,폭행등급,살인등급,평균등급
100,2020,경기오산서,2,1,889,1344,2,3,3,2,2.5
101,2020,경기화성서부서,5,3,950,2013,2,3,4,4,3.25
102,2020,경기용인동부서,5,6,1762,2238,3,4,4,4,3.75
103,2020,경기용인서부서,2,1,827,1061,2,3,2,2,2.25
104,2020,경기광주서,4,0,809,1887,1,3,4,3,2.75
105,2020,경기과천서,0,0,126,149,1,1,1,1,1.0
106,2020,경기의왕서,1,0,238,462,1,2,2,2,1.75
107,2020,경기하남서,0,2,822,1132,2,3,3,1,2.25
108,2020,경기이천서,1,1,775,1368,2,2,3,2,2.25
109,2020,경기김포서,2,7,1189,1861,4,3,4,2,3.25
110,2020,경기안성서,6,4,790,1263,3,3,3,4,3.25
111,2020,경기여주서,4,2,395,700,2,2,2,3,2.25
112,2020,경기양평서,0,0,312,638,1,2,2,1,1.5
113,2020,경기화성동탄서,3,1,951,1941,2,3,4,3,3.0
114,2020,경기의정부서,11,7,1505,3094,4,4,4,4,4.0
115,2020,경기고양서,5,3,1085,2077,2,3,4,4,3.25
116,2020,경기일산동부서,1,6,634,1360,3,2,3,2,2.5
117,2020,경기일산서부서,0,1,453,885,2,2,2,1,1.75
118,2020,경기남양주남부서,5,8,1351,2496,4,4,4,4,4.0
119,2020,경기남양주북부서,0,0,0,0,1,1,1,1,1.0
120,2020,경기파주서,8,4,985,1937,3,3,4,4,3.5
121,2020,경기양주서,5,4,503,1230,3,2,3,4,3.0
122,2020,경기동두천서,1,5,266,606,3,2,2,2,2.25
123,2020,경기구리서,1,2,621,1076,2,2,2,2,2.0
124,2020,경기포천서,1,1,415,866,2,2,2,2,2.0
125,2020,경기가평서,0,2,116,419,2,1,2,1,1.5
126,2020,경기연천서,3,0,99,195,1,1,1,3,1.5
127,2020,강원강릉서,2,8,638,1285,4,2,3,2,2.75
128,2020,강원고성서,1,0,51,134,1,1,1,2,1.25
129,2020,강원동해서,2,0,184,471,1,1,2,2,1.5
130,2020,강원삼척서,2,1,137,380,2,1,2,2,1.75
131,2020,강원속초서,1,2,381,893,2,2,2,2,2.0
132,2020,강원양구서,1,0,48,68,1,1,1,2,1.25
133,2020,강원영월서,3,1,66,155,2,1,1,3,1.75
134,2020,강원원주서,5,7,1150,1626,4,3,3,4,3.5
135,2020,강원인제서,2,0,37,80,1,1,1,2,1.25
136,2020,강원정선서,0,0,135,181,1,1,1,1,1.0
137,2020,강원철원서,1,0,81,118,1,1,1,2,1.25
138,2020,강원춘천서,6,1,945,1334,2,3,3,4,3.0
139,2020,강원태백서,2,0,75,244,1,1,1,2,1.25
140,2020,강원평창서,0,0,79,208,1,1,1,1,1.0
141,2020,강원홍천서,4,1,178,362,2,1,2,3,2.0
142,2020,강원화천서,1,0,46,107,1,1,1,2,1.25
143,2020,강원횡성서,2,0,96,160,1,1,1,2,1.25
144,2020,충북괴산서,2,9,494,255,4,2,1,2,2.25
145,2020,충북단양서,0,0,85,142,1,1,1,1,1.0
146,2020,충북보은서,0,0,90,125,1,1,1,1,1.0
147,2020,충북영동서,1,2,91,172,2,1,1,2,1.5
148,2020,충북옥천서,0,0,81,205,1,1,1,1,1.0
149,2020,충북음성서,0,2,261,573,2,2,2,1,1.75
150,2020,충북제천서,3,3,373,624,2,2,2,3,2.25
151,2020,충북진천서,1,0,233,469,1,2,2,2,1.75
152,2020,충북청주청원서,2,5,997,1681,3,3,3,2,2.75
153,2020,충북청주흥덕서,2,2,1228,1637,2,4,3,2,2.75
154,2020,충북충주서,4,3,790,871,2,3,2,3,2.5
155,2020,충북청주상당서,1,2,986,1173,2,3,3,2,2.5
156,2020,충남천안서북서,6,8,1544,1804,4,4,3,4,3.75
157,2020,충남천안동남서,2,6,1322,1214,3,4,3,2,3.0
158,2020,충남서산서,2,1,589,919,2,2,2,2,2.0
159,2020,충남아산서,7,15,1201,1873,4,3,4,4,3.75
160,2020,충남논산서,5,1,483,609,2,2,2,4,2.5
161,2020,충남공주서,1,0,277,466,1,2,2,2,1.75
162,2020,충남보령서,2,2,316,478,2,2,2,2,2.0
163,2020,충남당진서,3,3,525,768,2,2,2,3,2.25
164,2020,충남홍성서,0,1,328,354,2,2,2,1,1.75
165,2020,충남예산서,1,0,297,293,1,2,1,2,1.5
166,2020,충남부여서,2,0,242,206,1,2,1,2,1.5
167,2020,충남서천서,1,0,134,180,1,1,1,2,1.25
168,2020,충남금산서,1,1,119,178,2,1,1,2,1.5
169,2020,충남청양서,0,1,68,80,2,1,1,1,1.25
170,2020,충남태안서,2,1,178,246,2,1,1,2,1.5
171,2020,전북고창서,1,0,139,256,1,1,1,2,1.25
172,2020,전북군산서,3,2,1014,1513,2,3,3,3,2.75
173,2020,전북김제서,4,0,216,420,1,2,2,3,2.0
174,2020,전북남원서,3,4,208,344,3,2,2,3,2.5
175,2020,전북무주서,0,0,51,74,1,1,1,1,1.0
176,2020,전북부안서,0,1,127,220,2,1,1,1,1.25
177,2020,전북순창서,0,1,57,87,2,1,1,1,1.25
178,2020,전북완주서,3,0,189,316,1,1,2,3,1.75
179,2020,전북익산서,4,0,1081,1412,1,3,3,3,2.5
180,2020,전북임실서,0,0,36,73,1,1,1,1,1.0
181,2020,전북장수서,0,0,29,68,1,1,1,1,1.0
182,2020,전북전주덕진서,5,5,1077,1403,3,3,3,4,3.25
183,2020,전북전주완산서,3,5,1114,1676,3,3,3,3,3.0
184,2020,전북정읍서,4,1,358,540,2,2,2,3,2.25
185,2020,전북진안서,3,0,48,53,1,1,1,3,1.5
186,2020,전남목포서,0,5,1108,1716,3,3,3,1,2.5
187,2020,전남여수서,6,4,850,1482,3,3,3,4,3.25
188,2020,전남순천서,4,0,909,1479,1,3,3,3,2.5
189,2020,전남나주서,3,2,415,462,2,2,2,3,2.25
190,2020,전남광양서,2,1,407,732,2,2,2,2,2.0
191,2020,전남고흥서,0,0,161,310,1,1,2,1,1.25
192,2020,전남해남서,3,0,173,307,1,1,2,3,1.75
193,2020,전남장흥서,1,0,122,231,1,1,1,2,1.25
194,2020,전남보성서,1,1,101,146,2,1,1,2,1.5
195,2020,전남영광서,3,0,138,242,1,1,1,3,1.5
196,2020,전남화순서,1,0,151,211,1,1,1,2,1.25
197,2020,전남함평서,1,0,87,124,1,1,1,2,1.25
198,2020,전남영암서,1,0,219,257,1,2,1,2,1.5
199,2020,전남장성서,1,0,117,141,1,1,1,2,1.25
200,2020,전남강진서,0,0,117,191,1,1,1,1,1.0
201,2020,전남담양서,3,0,107,155,1,1,1,3,1.5
202,2020,전남곡성서,0,0,53,78,1,1,1,1,1.0
203,2020,전남완도서,0,0,161,307,1,1,2,1,1.25
204,2020,전남무안서,0,1,278,293,2,2,1,1,1.5
205,2020,전남진도서,1,0,96,155,1,1,1,2,1.25
206,2020,전남구례서,1,0,68,111,1,1,1,2,1.25
207,2020,경북경주서,2,1,885,1107,2,3,2,2,2.25
208,2020,경북포항북부서,4,2,800,1284,2,3,3,3,2.75
209,2020,경북포항남부서,3,4,1152,1104,3,3,2,3,2.75
210,2020,경북구미서,4,5,1788,1795,3,4,3,3,3.25
211,2020,경북경산서,1,0,1016,1363,1,3,3,2,2.25
212,2020,경북안동서,4,1,443,1078,2,2,2,3,2.25
213,2020,경북김천서,1,0,432,876,1,2,2,2,1.75
214,2020,경북영주서,1,1,216,426,2,2,2,2,2.0
215,2020,경북영천서,3,0,380,541,1,2,2,3,2.0
216,2020,경북상주서,1,1,342,368,2,2,2,2,2.0
217,2020,경북문경서,0,0,166,306,1,1,2,1,1.25
218,2020,경북칠곡서,2,1,344,516,2,2,2,2,2.0
219,2020,경북의성서,0,0,111,211,1,1,1,1,1.0
220,2020,경북청도서,0,0,83,210,1,1,1,1,1.0
221,2020,경북영덕서,1,0,157,197,1,1,1,2,1.25
222,2020,경북울진서,1,0,91,220,1,1,1,2,1.25
223,2020,경북봉화서,0,0,39,117,1,1,1,1,1.0
224,2020,경북예천서,1,0,88,206,1,1,1,2,1.25
225,2020,경북성주서,0,1,89,193,2,1,1,1,1.25
226,2020,경북청송서,1,0,74,162,1,1,1,2,1.25
227,2020,경북영양서,0,0,41,76,1,1,1,1,1.0
228,2020,경북군위서,0,0,53,79,1,1,1,1,1.0
229,2020,경북고령서,0,0,74,123,1,1,1,1,1.0
230,2020,경북울릉서,0,0,7,33,1,1,1,1,1.0
231,2020,경남창원중부서,3,2,971,1213,2,3,3,3,2.75
232,2020,경남창원서부서,3,8,955,1141,4,3,3,3,3.25
233,2020,경남마산중부서,3,2,521,761,2,2,2,3,2.25
234,2020,경남마산동부서,5,2,845,1329,2,3,3,4,3.0
235,2020,경남진주서,5,8,2051,1892,4,4,4,4,4.0
236,2020,경남김해중부서,6,3,1548,1717,2,4,3,4,3.25
237,2020,경남김해서부서,7,1,893,1047,2,3,2,4,2.75
238,2020,경남양산서,6,7,1340,1657,4,4,3,4,3.75
239,2020,경남거제서,9,0,828,1473,1,3,3,4,2.75
240,2020,경남진해서,3,2,609,758,2,2,2,3,2.25
241,2020,경남통영서,0,2,466,917,2,2,2,1,1.75
242,2020,경남사천서,8,0,407,650,1,2,2,4,2.25
243,2020,경남밀양서,0,0,314,480,1,2,2,1,1.5
244,2020,경남거창서,0,0,160,227,1,1,1,1,1.0
245,2020,경남합천서,0,1,60,178,2,1,1,1,1.25
246,2020,경남창녕서,0,1,109,181,2,1,1,1,1.25
247,2020,경남고성서,1,0,169,306,1,1,2,2,1.5
248,2020,경남하동서,0,0,84,138,1,1,1,1,1.0
249,2020,경남남해서,1,1,78,128,2,1,1,2,1.5
250,2020,경남함양서,1,2,58,124,2,1,1,2,1.5
251,2020,경남산청서,0,0,64,111,1,1,1,1,1.0
252,2020,경남함안서,2,0,123,208,1,1,1,2,1.25
253,2020,경남의령서,0,0,61,109,1,1,1,1,1.0
254,2020,제주서귀포서,5,3,1147,1334,2,3,3,4,3.0
255,2020,제주동부서,5,6,1121,2145,3,3,4,4,3.5
256,2020,제주서부서,3,5,1134,1831,3,3,3,3,3.0
