,발생년도,경찰서,살인,강도,절도,폭력,강도등급,절도등급,폭행등급,살인등급,평균등급
0,2020,서울중부서,1,3,943,997,2,3,2,2,2.25
1,2020,서울종로서,9,4,602,964,3,2,2,4,2.75
2,2020,서울남대문서,1,2,699,579,2,2,2,2,2.0
3,2020,서울서대문서,3,2,1077,1292,2,3,3,3,2.75
4,2020,서울혜화서,0,3,581,747,2,2,2,1,1.75
5,2020,서울용산서,5,6,1111,1617,3,3,3,4,3.25
6,2020,서울성북서,0,2,439,672,2,2,2,1,1.75
7,2020,서울동대문서,10,6,1440,1784,3,4,3,4,3.5
8,2020,서울마포서,9,4,1483,1844,3,4,4,4,3.75
9,2020,서울영등포서,7,6,2188,2701,3,4,4,4,3.75
10,2020,서울성동서,5,3,1016,1223,2,3,3,4,3.0
11,2020,서울동작서,1,1,1341,1631,2,4,3,2,2.75
12,2020,서울광진서,2,4,1664,1676,3,4,3,2,3.0
13,2020,서울서부서,3,3,532,748,2,2,2,3,2.25
14,2020,서울강북서,9,5,780,1817,3,2,3,4,3.0
15,2020,서울금천서,4,7,999,1471,4,3,3,3,3.25
16,2020,서울중랑서,10,5,1506,2022,3,4,4,4,3.75
17,2020,서울강남서,5,12,1941,2283,4,4,4,4,4.0
18,2020,서울관악서,12,3,2229,2614,2,4,4,4,3.5
19,2020,서울강서서,10,6,1689,2445,3,4,4,4,3.75
20,2020,서울강동서,3,15,1640,1942,4,4,4,3,3.75
21,2020,서울종암서,4,1,549,758,2,2,2,3,2.25
22,2020,서울구로서,6,5,1763,2204,3,4,4,4,3.75
23,2020,서울서초서,4,5,1673,1750,3,4,3,3,3.25
24,2020,서울양천서,5,3,1517,1582,2,4,3,4,3.25
25,2020,서울송파서,6,13,2429,2675,4,4,4,4,4.0
26,2020,서울노원서,4,3,1404,2163,2,4,4,3,3.25
27,2020,서울방배서,1,1,348,423,2,2,2,2,2.0
28,2020,서울은평서,1,1,839,1092,2,3,2,2,2.25
29,2020,서울도봉서,0,2,861,1234,2,3,3,1,2.25
30,2020,서울수서서,1,2,1010,1394,2,3,3,2,2.5
31,2020,부산중부서,1,0,686,644,1,2,2,2,1.75
32,2020,부산동래서,5,2,1018,1325,2,3,3,4,3.0
33,2020,부산영도서,0,0,366,615,1,2,2,1,1.5
34,2020,부산동부서,2,0,571,806,1,2,2,2,1.75
35,2020,부산진서,3,9,2316,3166,4,4,4,3,3.75
36,2020,부산서부서,1,1,458,581,2,2,2,2,2.0
37,2020,부산남부서,7,4,1346,1952,3,4,4,4,3.75
38,2020,부산해운대서,3,0,1336,1722,1,4,3,3,2.75
39,2020,부산사상서,7,6,968,1420,3,3,3,4,3.25
40,2020,부산금정서,2,2,943,979,2,3,2,2,2.25
41,2020,부산사하서,6,0,1034,1447,1,3,3,4,2.75
42,2020,부산연제서,5,7,1136,1635,4,3,3,4,3.5
43,2020,부산강서서,3,3,443,516,2,2,2,3,2.25
44,2020,부산북부서,5,4,1030,1435,3,3,3,4,3.25
45,2020,부산기장서,1,1,517,810,2,2,2,2,2.0
46,2020,대구중부서,0,3,1214,1134,2,3,3,1,2.25
47,2020,대구동부서,10,10,1210,1694,4,3,3,4,3.5
48,2020,대구서부서,1,5,743,1588,3,2,3,2,2.5
49,2020,대구남부서,2,4,677,933,3,2,2,2,2.25
50,2020,대구북부서,2,4,767,1079,3,2,2,2,2.25
51,2020,대구수성서,1,0,1011,1417,1,3,3,2,2.25
52,2020,대구달서서,3,2,847,1171,2,3,3,3,2.75
53,2020,대구성서서,3,4,1022,1392,3,3,3,3,3.0
54,2020,대구달성서,3,1,522,775,2,2,2,3,2.25
55,2020,대구강북서,3,0,659,1088,1,2,2,3,2.0
56,2020,인천중부서,6,4,824,1502,3,3,3,4,3.25
57,2020,인천미추홀서,12,8,1352,2767,4,4,4,4,4.0
58,2020,인천남동서,1,7,1039,2073,4,3,4,2,3.25
59,2020,인천부평서,5,8,984,1795,4,3,3,4,3.5
60,2020,인천서부서,5,4,1342,2883,3,4,4,4,3.75
61,2020,인천계양서,1,5,757,1734,3,2,3,2,2.5
62,2020,인천강화서,0,1,130,299,2,1,1,1,1.25
63,2020,인천연수서,2,5,865,1531,3,3,3,2,2.75
64,2020,인천삼산서,2,2,1146,2158,2,3,4,2,2.75
65,2020,인천논현서,2,1,544,1044,2,2,2,2,2.0
66,2020,광주동부서,0,6,634,764,3,2,2,1,2.0
67,2020,광주서부서,2,5,1219,1679,3,3,3,2,2.75
68,2020,광주북부서,1,5,1320,2042,3,4,4,2,3.25
69,2020,광주광산서,4,5,1151,1981,3,3,4,3,3.25
70,2020,광주남부서,3,3,615,900,2,2,2,3,2.25
71,2020,대전중부서,2,3,1028,1605,2,3,3,2,2.5
72,2020,대전동부서,1,4,1036,1355,3,3,3,2,2.75
73,2020,대전서부서,6,2,777,1433,2,2,3,4,2.75
74,2020,대전대덕서,0,1,637,1126,2,2,3,1,2.0
75,2020,대전둔산서,5,2,857,1476,2,3,3,4,3.0
76,2020,대전유성서,4,2,923,1268,2,3,3,3,2.75
77,2020,울산남부서,4,5,1002,1975,3,3,4,3,3.25
78,2020,울산중부서,4,3,906,1566,2,3,3,3,2.75
79,2020,울산울주서,2,1,583,855,2,2,2,2,2.0
80,2020,울산동부서,2,5,568,1028,3,2,2,2,2.25
81,2020,울산북부서,0,0,42,81,1,1,1,1,1.0
82,2020,세종서,8,2,876,874,2,3,2,4,2.75
83,2020,경기수원중부서,5,6,1318,2071,3,4,4,4,3.75
84,2020,경기수원남부서,8,1,2202,3082,2,4,4,4,3.5
85,2020,경기수원서부서,2,2,1360,1877,2,4,4,2,3.0
86,2020,경기안양동안서,1,2,790,1163,2,3,3,2,2.5
87,2020,경기안양만안서,3,3,1032,1595,2,3,3,3,2.75
88,2020,경기군포서,3,3,711,1002,2,2,2,3,2.25
89,2020,경기성남수정서,7,2,1068,1402,2,3,3,4,3.0
90,2020,경기성남중원서,0,6,824,1387,3,3,3,1,2.5
91,2020,경기분당서,5,7,1128,1457,4,3,3,4,3.5
92,2020,경기부천소사서,3,1,918,1237,2,3,3,3,2.75
93,2020,경기부천원미서,6,15,2084,2801,4,4,4,4,4.0
94,2020,경기부천오정서,2,0,558,1067,1,2,2,2,1.75
95,2020,경기광명서,3,4,1092,1650,3,3,3,3,3.0
96,2020,경기안산단원서,8,11,1873,3056,4,4,4,4,4.0
97,2020,경기안산상록서,3,5,1140,1770,3,3,3,3,3.0
98,2020,경기시흥서,13,7,1775,3021,4,4,4,4,4.0
99,2020,경기평택서,11,12,2056,4118,4,4,4,4,4.0
