,발생년도,경찰서,살인,강도,절도,폭력,강도등급,절도등급,폭행등급,살인등급,평균등급
187,2016,전남해남서,2,2,201,396,2,2,2,2,2.0
188,2016,전남장흥서,0,0,125,260,1,1,1,1,1.0
189,2016,전남보성서,0,0,147,174,1,1,1,1,1.0
190,2016,전남영광서,0,0,131,326,1,1,2,1,1.25
191,2016,전남화순서,2,0,137,251,1,1,1,2,1.25
192,2016,전남함평서,2,0,89,86,1,1,1,2,1.25
193,2016,전남영암서,0,0,192,294,1,1,1,1,1.0
194,2016,전남장성서,1,1,189,198,2,1,1,2,1.5
195,2016,전남강진서,2,1,95,150,2,1,1,2,1.5
196,2016,전남담양서,1,0,151,189,1,1,1,2,1.25
197,2016,전남곡성서,0,1,56,112,2,1,1,1,1.25
198,2016,전남완도서,2,0,101,281,1,1,1,2,1.25
199,2016,전남무안서,2,2,240,286,2,2,1,2,1.75
200,2016,전남진도서,0,1,95,177,2,1,1,1,1.25
201,2016,전남구례서,1,1,76,125,2,1,1,2,1.5
202,2016,경북경주서,6,6,1139,1302,3,3,3,4,3.25
203,2016,경북포항북부서,2,1,963,1448,2,3,3,2,2.5
204,2016,경북포항남부서,8,6,970,1225,3,3,3,4,3.25
205,2016,경북구미서,5,15,1562,2171,4,4,4,4,4.0
206,2016,경북경산서,3,6,1318,1648,3,4,3,3,3.25
207,2016,경북안동서,2,1,575,1056,2,2,2,2,2.0
208,2016,경북김천서,1,1,448,766,2,2,2,2,2.0
209,2016,경북영주서,2,1,269,483,2,2,2,2,2.0
210,2016,경북영천서,3,1,344,524,2,2,2,3,2.25
211,2016,경북상주서,1,2,261,409,2,2,2,2,2.0
212,2016,경북문경서,0,0,228,357,1,2,2,1,1.5
213,2016,경북칠곡서,3,4,333,609,3,2,2,3,2.5
214,2016,경북의성서,1,0,102,171,1,1,1,2,1.25
215,2016,경북청도서,1,0,115,186,1,1,1,2,1.25
216,2016,경북영덕서,3,1,155,168,2,1,1,3,1.75
217,2016,경북울진서,1,0,86,174,1,1,1,2,1.25
218,2016,경북봉화서,1,0,36,84,1,1,1,2,1.25
219,2016,경북예천서,0,0,90,121,1,1,1,1,1.0
220,2016,경북성주서,0,0,113,201,1,1,1,1,1.0
221,2016,경북청송서,1,0,36,132,1,1,1,2,1.25
222,2016,경북영양서,0,0,16,69,1,1,1,1,1.0
223,2016,경북군위서,0,1,50,82,2,1,1,1,1.25
224,2016,경북고령서,2,0,69,140,1,1,1,2,1.25
225,2016,경북울릉서,1,0,7,43,1,1,1,2,1.25
226,2016,경남창원중부서,3,6,977,1328,3,3,3,3,3.0
227,2016,경남창원서부서,4,6,830,1112,3,3,2,3,2.75
228,2016,경남마산중부서,3,5,522,857,3,2,2,3,2.5
229,2016,경남마산동부서,5,5,868,1293,3,3,3,4,3.25
230,2016,경남진주서,5,6,1701,1753,3,4,3,4,3.5
231,2016,경남김해중부서,6,4,1467,2208,3,4,4,4,3.75
232,2016,경남김해서부서,3,6,919,977,3,3,2,3,2.75
233,2016,경남양산서,4,7,974,1490,4,3,3,3,3.25
234,2016,경남진해서,3,4,553,1012,3,2,2,3,2.5
235,2016,경남통영서,3,1,548,969,2,2,2,3,2.25
236,2016,경남사천서,3,1,302,587,2,2,2,3,2.25
237,2016,경남거제서,2,5,1116,1677,3,3,3,2,2.75
238,2016,경남밀양서,2,4,412,493,3,2,2,2,2.25
239,2016,경남거창서,1,0,233,286,1,2,1,2,1.5
240,2016,경남합천서,1,2,60,142,2,1,1,2,1.5
241,2016,경남창녕서,2,0,129,169,1,1,1,2,1.25
242,2016,경남고성서,2,1,181,305,2,1,2,2,1.75
243,2016,경남하동서,0,0,129,176,1,1,1,1,1.0
244,2016,경남남해서,1,0,77,134,1,1,1,2,1.25
245,2016,경남함양서,1,0,63,162,1,1,1,2,1.25
246,2016,경남산청서,1,1,85,115,2,1,1,2,1.5
247,2016,경남함안서,0,3,138,237,2,1,1,1,1.25
248,2016,경남의령서,1,0,53,112,1,1,1,2,1.25
249,2016,제주서귀포서,1,1,922,1626,2,3,3,2,2.5
250,2016,제주동부서,12,8,1310,2446,4,4,4,4,4.0
251,2016,제주서부서,3,16,1259,1997,4,4,4,3,3.75
