,발생년도,경찰서,살인,강도,절도,폭력,강도등급,절도등급,폭행등급,살인등급,평균등급
35,2018,부산진서,1,17,2342,3249,4,4,4,2,3.5
36,2018,부산서부서,3,6,725,578,3,2,2,3,2.5
37,2018,부산남부서,8,9,1433,2075,4,4,4,4,4.0
38,2018,부산해운대서,3,3,1348,2006,2,4,4,3,3.25
39,2018,부산사상서,5,8,991,1308,4,3,3,4,3.5
40,2018,부산금정서,4,7,944,1125,4,3,3,3,3.25
41,2018,부산사하서,4,8,1042,1680,4,3,3,3,3.25
42,2018,부산연제서,5,8,974,1576,4,3,3,4,3.5
43,2018,부산강서서,2,1,491,483,2,2,2,2,2.0
44,2018,부산북부서,6,3,793,1408,2,3,3,4,3.0
45,2018,부산기장서,3,2,406,765,2,2,2,3,2.25
46,2018,대구중부서,1,3,1135,1363,2,3,3,2,2.5
47,2018,대구동부서,8,11,1292,2024,4,4,4,4,4.0
48,2018,대구서부서,3,3,674,1449,2,2,3,3,2.5
49,2018,대구남부서,4,5,537,1126,3,2,3,3,2.75
50,2018,대구북부서,1,2,634,1116,2,2,2,2,2.0
51,2018,대구수성서,2,5,985,1642,3,3,3,2,2.75
52,2018,대구달서서,5,1,749,1378,2,2,3,4,2.75
53,2018,대구성서서,2,12,970,1436,4,3,3,2,3.0
54,2018,대구달성서,2,1,683,843,2,2,2,2,2.0
55,2018,대구강북서,2,1,521,997,2,2,2,2,2.0
56,2018,인천중부서,3,4,784,1600,3,3,3,3,3.0
57,2018,인천미추홀서,6,8,1516,3196,4,4,4,4,4.0
58,2018,인천남동서,4,0,1065,2508,1,3,4,3,2.75
59,2018,인천부평서,5,6,1056,1872,3,3,4,4,3.5
60,2018,인천서부서,9,6,1375,3056,3,4,4,4,3.75
61,2018,인천계양서,3,3,754,1900,2,2,4,3,2.75
62,2018,인천강화서,1,0,133,401,1,1,2,2,1.5
63,2018,인천연수서,2,2,841,1383,2,3,3,2,2.5
64,2018,인천삼산서,6,6,1359,2306,3,4,4,4,3.75
65,2018,인천논현서,5,1,576,1085,2,2,2,4,2.5
66,2018,광주동부서,0,2,601,979,2,2,2,1,1.75
67,2018,광주서부서,4,3,1163,2251,2,3,4,3,3.0
68,2018,광주북부서,6,12,1416,2131,4,4,4,4,4.0
69,2018,광주광산서,5,9,1048,1982,4,3,4,4,3.75
70,2018,광주남부서,3,1,606,916,2,2,2,3,2.25
71,2018,대전중부서,6,15,1026,2085,4,3,4,4,3.75
72,2018,대전동부서,0,10,999,1568,4,3,3,1,2.75
73,2018,대전서부서,2,6,699,1459,3,2,3,2,2.5
74,2018,대전대덕서,1,6,652,1107,3,2,2,2,2.25
75,2018,대전둔산서,3,8,1058,1487,4,3,3,3,3.25
76,2018,대전유성서,3,6,1107,1496,3,3,3,3,3.0
77,2018,울산남부서,4,10,1040,2305,4,3,4,3,3.5
78,2018,울산중부서,2,6,1096,1779,3,3,3,2,2.75
79,2018,울산울주서,0,6,561,1050,3,2,2,1,2.0
80,2018,울산동부서,4,4,645,1259,3,2,3,3,2.75
81,2018,경기수원중부서,6,8,1656,2708,4,4,4,4,4.0
82,2018,경기수원남부서,5,7,2283,3353,4,4,4,4,4.0
83,2018,경기수원서부서,5,5,1443,2007,3,4,4,4,3.75
84,2018,경기안양동안서,3,1,710,1461,2,2,3,3,2.5
85,2018,경기안양만안서,3,2,947,1782,2,3,3,3,2.75
86,2018,경기군포서,3,0,659,1200,1,2,3,3,2.25
87,2018,경기성남수정서,10,4,888,1701,3,3,3,4,3.25
88,2018,경기성남중원서,2,8,986,1797,4,3,3,2,3.0
89,2018,경기분당서,5,4,1252,1730,3,4,3,4,3.5
90,2018,경기부천소사서,4,5,775,1053,3,2,2,3,2.5
91,2018,경기부천원미서,7,9,2397,3118,4,4,4,4,4.0
92,2018,경기부천오정서,2,6,542,969,3,2,2,2,2.25
93,2018,경기광명서,2,7,1029,1626,4,3,3,2,3.0
94,2018,경기안산단원서,5,4,1954,2988,3,4,4,4,3.75
95,2018,경기안산상록서,3,6,1073,1810,3,3,3,3,3.0
96,2018,경기시흥서,9,9,1712,2845,4,4,4,4,4.0
97,2018,경기평택서,9,14,2064,4106,4,4,4,4,4.0
98,2018,경기오산서,11,12,1822,3119,4,4,4,4,4.0
99,2018,경기화성서부서,10,2,982,1895,2,3,4,4,3.25
100,2018,경기용인동부서,10,1,1428,2172,2,4,4,4,3.5
101,2018,경기용인서부서,2,0,778,1175,1,2,3,2,2.0
102,2018,경기광주서,6,3,814,1861,2,3,4,4,3.25
103,2018,경기과천서,0,0,175,213,1,1,1,1,1.0
104,2018,경기의왕서,2,2,217,498,2,2,2,2,2.0
105,2018,경기하남서,4,0,547,947,1,2,2,3,2.0
106,2018,경기이천서,2,0,780,1615,1,2,3,2,2.0
107,2018,경기김포서,2,4,1015,1940,3,3,4,2,3.0
108,2018,경기안성서,3,3,620,1127,2,2,3,3,2.5
109,2018,경기여주서,5,0,414,643,1,2,2,4,2.25
110,2018,경기양평서,2,0,315,521,1,2,2,2,1.75
111,2018,경기화성동탄서,0,0,4,11,1,1,1,1,1.0
112,2018,경기의정부서,9,10,1718,3295,4,4,4,4,4.0
113,2018,경기고양서,5,2,882,2186,2,3,4,4,3.25
114,2018,경기일산동부서,4,4,834,1772,3,3,3,3,3.0
115,2018,경기일산서부서,4,1,551,1075,2,2,2,3,2.25
116,2018,경기남양주서,7,3,1275,2983,2,4,4,4,3.5
117,2018,경기파주서,9,5,1113,2098,3,3,4,4,3.5
118,2018,경기양주서,3,0,476,1327,1,2,3,3,2.25
119,2018,경기동두천서,2,2,329,673,2,2,2,2,2.0
120,2018,경기구리서,4,5,831,1548,3,3,3,3,3.0
121,2018,경기포천서,4,6,565,985,3,2,2,3,2.5
122,2018,경기가평서,2,1,142,444,2,1,2,2,1.75
123,2018,경기연천서,0,1,114,246,2,1,1,1,1.25
124,2018,강원강릉서,2,3,656,1524,2,2,3,2,2.25
125,2018,강원고성서,2,0,39,138,1,1,1,2,1.25
126,2018,강원동해서,1,0,165,604,1,1,2,2,1.5
127,2018,강원삼척서,2,2,224,536,2,2,2,2,2.0
128,2018,강원속초서,2,1,298,970,2,2,2,2,2.0
129,2018,강원양구서,3,0,61,53,1,1,1,3,1.5
130,2018,강원영월서,0,0,77,144,1,1,1,1,1.0
131,2018,강원원주서,3,3,1065,2164,2,3,4,3,3.0
132,2018,강원인제서,0,1,40,106,2,1,1,1,1.25
133,2018,강원정선서,1,1,179,199,2,1,1,2,1.5
134,2018,강원철원서,0,0,104,115,1,1,1,1,1.0
135,2018,강원춘천서,3,3,880,1430,2,3,3,3,2.75
136,2018,강원태백서,2,0,77,265,1,1,1,2,1.25
137,2018,강원평창서,1,0,66,175,1,1,1,2,1.25
138,2018,강원홍천서,3,1,220,380,2,2,2,3,2.25
139,2018,강원화천서,0,0,50,95,1,1,1,1,1.0
140,2018,강원횡성서,0,1,99,156,2,1,1,1,1.25
141,2018,충북괴산서,0,2,243,210,2,2,1,1,1.5
142,2018,충북단양서,0,0,81,137,1,1,1,1,1.0
143,2018,충북보은서,0,0,54,124,1,1,1,1,1.0
144,2018,충북영동서,0,1,105,149,2,1,1,1,1.25
145,2018,충북옥천서,1,0,93,156,1,1,1,2,1.25
146,2018,충북음성서,2,5,231,513,3,2,2,2,2.25
147,2018,충북제천서,3,4,307,601,3,2,2,3,2.5
148,2018,충북진천서,1,0,199,417,1,2,2,2,1.75
149,2018,충북청주청원서,2,4,1040,1710,3,3,3,2,2.75
150,2018,충북청주흥덕서,12,5,1349,1861,3,4,4,4,3.75
151,2018,충북충주서,2,2,770,942,2,2,2,2,2.0
152,2018,충북청주상당서,7,6,943,1367,3,3,3,4,3.25
153,2018,충남천안서북서,7,12,1744,2343,4,4,4,4,4.0
154,2018,충남천안동남서,1,7,1506,1683,4,4,3,2,3.25
155,2018,충남서산서,1,0,604,1139,1,2,3,2,2.0
156,2018,충남아산서,9,7,1164,1975,4,3,4,4,3.75
157,2018,충남논산서,5,1,520,665,2,2,2,4,2.5
158,2018,충남공주서,0,1,370,499,2,2,2,1,1.75
159,2018,충남보령서,2,1,275,403,2,2,2,2,2.0
160,2018,충남당진서,1,6,571,755,3,2,2,2,2.25
161,2018,충남세종서,5,5,588,712,3,2,2,4,2.75
162,2018,충남홍성서,3,2,277,380,2,2,2,3,2.25
163,2018,충남예산서,1,1,250,334,2,2,2,2,2.0
164,2018,충남부여서,1,0,211,209,1,2,1,2,1.5
165,2018,충남서천서,1,0,122,176,1,1,1,2,1.25
166,2018,충남금산서,0,1,126,174,2,1,1,1,1.25
167,2018,충남청양서,0,1,65,88,2,1,1,1,1.25
168,2018,충남태안서,1,0,180,338,1,1,2,2,1.5
169,2018,전북고창서,0,0,110,242,1,1,1,1,1.0
170,2018,전북군산서,5,4,1016,1604,3,3,3,4,3.25
171,2018,전북김제서,0,1,161,412,2,1,2,1,1.5
172,2018,전북남원서,3,3,248,376,2,2,2,3,2.25
173,2018,전북무주서,2,0,47,89,1,1,1,2,1.25
174,2018,전북부안서,1,1,160,255,2,1,1,2,1.5
175,2018,전북순창서,0,0,50,71,1,1,1,1,1.0
176,2018,전북완주서,4,1,224,280,2,2,1,3,2.0
177,2018,전북익산서,5,6,977,1682,3,3,3,4,3.25
178,2018,전북임실서,0,0,38,66,1,1,1,1,1.0
179,2018,전북장수서,0,0,37,51,1,1,1,1,1.0
180,2018,전북전주덕진서,8,4,1178,1523,3,3,3,4,3.25
181,2018,전북전주완산서,6,7,1035,1518,4,3,3,4,3.5
182,2018,전북정읍서,3,0,310,503,1,2,2,3,2.0
183,2018,전북진안서,0,0,62,58,1,1,1,1,1.0
184,2018,전남목포서,5,10,1036,1993,4,3,4,4,3.75
185,2018,전남여수서,9,3,791,1994,2,3,4,4,3.25
186,2018,전남순천서,4,2,740,1534,2,2,3,3,2.5
187,2018,전남나주서,2,1,306,434,2,2,2,2,2.0
188,2018,전남광양서,2,3,319,772,2,2,2,2,2.0
189,2018,전남고흥서,0,0,131,323,1,1,2,1,1.25
190,2018,전남해남서,2,2,134,297,2,1,1,2,1.5
191,2018,전남장흥서,0,0,130,279,1,1,1,1,1.0
192,2018,전남보성서,0,0,87,150,1,1,1,1,1.0
193,2018,전남영광서,0,1,116,277,2,1,1,1,1.25
194,2018,전남화순서,2,0,144,281,1,1,1,2,1.25
195,2018,전남함평서,0,0,90,97,1,1,1,1,1.0
196,2018,전남영암서,2,1,152,224,2,1,1,2,1.5
197,2018,전남장성서,1,1,115,131,2,1,1,2,1.5
198,2018,전남강진서,1,0,75,174,1,1,1,2,1.25
199,2018,전남담양서,0,0,134,171,1,1,1,1,1.0
200,2018,전남곡성서,0,0,65,109,1,1,1,1,1.0
201,2018,전남완도서,0,1,120,258,2,1,1,1,1.25
202,2018,전남무안서,2,2,180,261,2,1,1,2,1.5
203,2018,전남진도서,1,0,77,165,1,1,1,2,1.25
204,2018,전남구례서,0,0,46,111,1,1,1,1,1.0
205,2018,경북경주서,4,7,825,1086,4,3,2,3,3.0
206,2018,경북포항북부서,6,4,895,1385,3,3,3,4,3.25
207,2018,경북포항남부서,7,2,794,1195,2,3,3,4,3.0
208,2018,경북구미서,6,7,1361,1782,4,4,3,4,3.75
209,2018,경북경산서,3,4,972,1518,3,3,3,3,3.0
210,2018,경북안동서,0,1,408,831,2,2,2,1,1.75
211,2018,경북김천서,1,4,366,692,3,2,2,2,2.25
212,2018,경북영주서,1,2,194,428,2,1,2,2,1.75
213,2018,경북영천서,1,2,364,486,2,2,2,2,2.0
214,2018,경북상주서,1,0,245,379,1,2,2,2,1.75
215,2018,경북문경서,2,0,142,334,1,1,2,2,1.5
216,2018,경북칠곡서,4,2,245,487,2,2,2,3,2.25
217,2018,경북의성서,1,0,102,177,1,1,1,2,1.25
218,2018,경북청도서,2,0,78,161,1,1,1,2,1.25
219,2018,경북영덕서,4,0,157,211,1,1,1,3,1.5
220,2018,경북울진서,0,0,85,185,1,1,1,1,1.0
221,2018,경북봉화서,1,0,29,117,1,1,1,2,1.25
222,2018,경북예천서,0,0,88,131,1,1,1,1,1.0
223,2018,경북성주서,0,0,124,173,1,1,1,1,1.0
224,2018,경북청송서,0,1,29,142,2,1,1,1,1.25
225,2018,경북영양서,1,0,11,53,1,1,1,2,1.25
226,2018,경북군위서,0,0,51,73,1,1,1,1,1.0
227,2018,경북고령서,0,0,47,101,1,1,1,1,1.0
228,2018,경북울릉서,0,0,9,40,1,1,1,1,1.0
229,2018,경남창원중부서,3,10,965,1380,4,3,3,3,3.25
230,2018,경남창원서부서,1,4,696,1021,3,2,2,2,2.25
231,2018,경남마산중부서,12,3,529,908,2,2,2,4,2.5
232,2018,경남마산동부서,4,1,774,1193,2,2,3,3,2.5
233,2018,경남진주서,6,5,1723,1630,3,4,3,4,3.5
234,2018,경남김해중부서,6,7,1690,2061,4,4,4,4,4.0
235,2018,경남김해서부서,1,3,710,980,2,2,2,2,2.0
236,2018,경남양산서,5,4,988,1321,3,3,3,4,3.25
237,2018,경남거제서,4,2,793,1156,2,3,3,3,2.75
238,2018,경남진해서,2,1,413,916,2,2,2,2,2.0
239,2018,경남통영서,3,3,392,892,2,2,2,3,2.25
240,2018,경남사천서,2,3,205,604,2,2,2,2,2.0
241,2018,경남밀양서,4,2,246,427,2,2,2,3,2.25
242,2018,경남거창서,2,0,148,231,1,1,1,2,1.25
243,2018,경남합천서,0,0,76,148,1,1,1,1,1.0
244,2018,경남창녕서,3,0,100,194,1,1,1,3,1.5
245,2018,경남고성서,1,0,157,181,1,1,1,2,1.25
246,2018,경남하동서,1,0,84,139,1,1,1,2,1.25
247,2018,경남남해서,0,0,65,132,1,1,1,1,1.0
248,2018,경남함양서,1,0,94,123,1,1,1,2,1.25
249,2018,경남산청서,0,0,72,107,1,1,1,1,1.0
250,2018,경남함안서,0,0,121,256,1,1,1,1,1.0
251,2018,경남의령서,0,1,49,95,2,1,1,1,1.25
252,2018,제주서귀포서,6,1,854,1454,2,3,3,4,3.0
253,2018,제주동부서,3,6,1083,1922,3,3,4,3,3.25
254,2018,제주서부서,6,3,1036,1971,2,3,4,4,3.25
